GeneratedAnonCID,ShopsWholeFoods,HouseholdIncome,HouseholdTotal,HealthHelpValueSegment,Customer_long,Customer_lat,Units_Purchased_Sum,Dollars_Purchased_Sum,Wegmans_Brand,Kosher,Organic,Store_lat,Store_long
3145,0,0,3,2,-77.49,43.16,906,2727.16,208,9,16,43.19323,-77.5043
3146,0,3,2,3,-78.77,42.84,40,173.38,61,1,28,42.783316,-78.812274
3148,0,5,1,not reported,-77.79,43.18,114,416.52,91,6,12,43.1031,-77.7458
3149,0,2,1,not reported,-78.72,35.75,470,1258.02,93,1,4,35.828457,-78.850097
3150,0,0,2,3,-79.4,42.31,255,985.32,54,2,58,42.09373,-79.29009
3151,0,3,4,2,-77.51,43.23,36,115.92,206,8,23,43.2138,-77.44491
3152,0,4,2,3,-76.07,42.08,488,1886.26,101,3,7,42.1232,-75.974
3153,0,5,3,3,-76.36,36.74,67,189.21,24,2,3,36.842046,-76.140387
3154,0,2,2,2,,,35,186.05,16,0,2,42.4353,-76.5107
3155,0,4,5,1,-77.65,43.28,648,2758.65,227,4,19,43.22629,-77.66106
3156,0,2,2,3,-77.47,43.15,19,80.56,138,5,45,43.19323,-77.5043
3157,0,not reported,2.630034809,not reported,-77.05,41.25,475,1519.97,88,3,7,41.23758,-77.0054
3158,0,5,4,3,-73.99,41.07,149,673.14,67,5,6,41.049652,-74.060513
3159,0,4,2,3,-77.03,43.24,1166,4460.31,181,12,53,43.0452,-77.1139
3160,0,0,2,2,-77.62,43.22,730,2110.68,147,16,1,43.22629,-77.66106
3161,1,5,1,3,-74.25,40.8,97,415.84,58,2,13,40.838,-74.437
3162,0,2,2,3,-79.15,42.03,1549,5931.82,174,4,85,42.09373,-79.29009
3163,0,3,1,3,-76.13,43.05,365,1221.46,65,2,10,43.03306,-76.05325
3164,0,5,3,1,-76.29,43.19,7,52.32,243,15,22,43.12255,-76.16932
3165,0,0,2,2,-77.65,43.06,850,3009.02,98,6,7,43.06729,-77.61175
3167,0,6,5,3,,,399,1763.49,77,5,9,37.502222,-77.624963
3168,0,0,3,1,-77.77,43.17,10,13.83,12,0,2,43.1031,-77.7458
3169,0,0,1,1,-78.63,35.83,603,2953.17,138,5,29,35.821138,-78.621264
3170,0,0,1,3,-75.96,41.99,774,3780.27,66,1,40,42.1232,-75.974
3171,0,0,5,2,-76.47,40.06,1360,5415.51,275,10,25,40.061247,-76.340245
3172,0,4,4,2,-76.11,43.15,335,1069.33,89,5,7,43.1557,-76.119
3173,0,5,2,3,-76.08,42.12,186,800.1,33,0,5,42.1232,-75.974
3175,0,4,1,3,-74.03,40.25,209,708.08,95,6,10,40.239108,-74.03991
3176,0,0,1,3,-75.42,40.63,261,901.88,29,1,1,40.66536,-75.3883
3177,0,3,2,1,-77.48,43.1,389,1423.3,58,6,2,43.1019,-77.4825
3178,0,4,2,1,-77.82,43.25,533,2075.94,146,3,12,43.20058,-77.94611
3179,0,6,4,3,-77.43,43.24,3,28.97,114,6,19,43.1019,-77.4825
3180,0,3,1,1,-78.31,40.31,458,2256.55,137,4,15,40.8118,-77.90818
3181,0,0,1,3,-71.11,42.41,20,30.07,13,0,2,42.40669,-71.091868
3182,0,3,4,2,-76.12,42.92,148,399.54,163,8,10,43.0687,-76.0877
3183,0,3,2,2,-77.17,38.75,64,320.17,21,1,1,38.74177,-77.16276
3184,0,2,1,3,-78.48,42.9,523,2164.66,78,12,4,42.883,-78.7002
3185,0,5,3,3,-71.05,42.41,164,596.72,47,7,13,42.40669,-71.091868
3186,0,0,5,3,-75.99,42.98,164,693.02,47,5,8,43.03306,-76.05325
3187,0,0,2,not reported,-77.73,42.8,670,2290.85,85,5,7,42.797626,-77.78252
3188,0,3,2,not reported,-76.87,43.08,42,216.66,130,6,7,43.188,-76.23777
3189,0,3,2,3,-75.07,40.19,258,740.35,76,4,4,40.2303,-75.1319
3190,0,0,2,1,-77.61,37.53,235,1685.08,52,5,4,37.502222,-77.624963
3191,0,3,2,2,-75.96,42.1,421,1573.53,91,4,5,42.1232,-75.974
3192,0,3,3,not reported,-78.84,35.78,141,746.62,40,1,5,35.828457,-78.850097
3193,0,not reported,2.630034809,not reported,-77.36,42.95,1266,6708.01,143,3,48,42.87541,-77.25408
3194,0,0,1,1,-75.96,42.13,255,416.53,44,1,2,42.1232,-75.974
3195,0,3,3,3,-75.61,41.41,180,574.93,72,5,3,41.4755,-75.63376
3196,0,0,6,2,-78.87,42.93,2213,7632.78,312,17,31,42.9387,-78.8829
3197,0,3,5,2,-77.71,43.27,912,3173.08,177,5,44,43.2525,-77.6985
3198,1,5,2,1,-77.33,38.96,51,304.6,79,9,9,38.85101,-77.34734
3200,0,4,2,not reported,-78.76,43.01,13,94,42,1,2,42.977,-78.7378
3201,0,4,4,1,-78.78,42.94,638,2768.52,150,7,17,42.883,-78.7002
3202,0,2,2,2,-77.61,43.15,29,99.84,12,1,0,43.20747,-77.6015
3203,0,6,6,not reported,-77.05,38.73,265,1238.45,56,1,20,38.74177,-77.16276
3204,0,3,1,3,-77.42,43.09,379,1723.03,206,7,34,43.12915,-77.4453
3205,0,0,2,2,-76.81,42.1,139,538.72,38,3,2,42.10563,-76.80983
3206,0,6,3,2,-76.82,39.17,593,2023.53,125,6,14,39.1856,-76.8215
3207,0,0,2,3,-77.33,42.75,1067,3900.59,176,10,49,42.87541,-77.25408
3208,0,4,2,not reported,-77.71,43.17,1,60,3,0,0,43.2525,-77.6985
3209,0,4,2,not reported,-71.05,42.38,1120,5643.26,139,6,15,42.40669,-71.091868
3210,0,not reported,2.630034809,not reported,-76.36,43.15,180,523.99,60,0,1,41.2356,-75.8624
3211,0,3,2,3,-78.38,40.43,34,87.79,22,0,2,40.8118,-77.90818
3212,0,5,4,2,-78.71,42.99,219,756,56,5,2,42.9946,-78.700012
3213,0,0,2,3,-75.01,40,376,1814.95,72,6,30,39.96771,-74.91507
3214,0,4,4,2,-77.25,38.8,31,123.8,38,0,1,36.842046,-76.140387
3215,0,0,2,3,-76.22,39.49,507,2012.5,134,3,40,39.46635,-76.3084
3216,0,0,3,3,-76.96,40.26,135,439.67,48,3,6,40.2535,-77.0123
3217,0,5,5,3,-76.42,42.39,1553,6674.33,132,9,22,42.4353,-76.5107
3218,0,3,5,2,,,551,1954.14,83,5,7,42.783316,-78.812274
3219,0,0,2,2,-77.43,43.26,461,1485.6,120,6,7,43.2138,-77.44491
3222,0,3,4,not reported,-76.13,43.23,834,2066.73,153,14,40,43.188,-76.23777
3223,0,2,3,3,-74.26,40.27,1495,6444.13,121,6,17,40.28995,-74.29835
3224,0,5,3,2,-77.28,38.88,325,1070.53,87,3,4,38.85101,-77.34734
3226,0,0,3,2,-78.05,42.89,37,147.57,129,9,6,40.061247,-76.340245
3227,0,4,4,3,-77.41,43.07,1630,6638.44,241,11,66,43.07076,-77.44436
3228,0,0,3,1,-77.49,38.89,415,1921.74,76,3,3,38.87791,-77.44355
3229,0,3,2,1,-78.8,43.01,413,1569.02,163,2,13,42.98973,-78.816
3230,0,0,4,2,-77.55,43.14,113,508.71,171,8,32,43.1061,-77.54366
3231,0,0,1,3,-77.36,38.85,783,3043.27,116,4,18,38.85101,-77.34734
3232,0,3,2,3,-77.74,43.02,1444,5457.69,164,6,40,43.08358,-77.62748
3233,0,5,2,3,-76.65,39.07,189,531.31,59,0,6,39.03229,-76.68869
3234,0,6,4,3,-76.55,42.51,2,59.99,41,0,2,43.06729,-77.61175
3237,0,2,1,3,-78.53,37.94,115,387.78,57,3,5,38.009,-78.50025
3238,0,0,3,1,-76.07,43.08,14,73.95,232,9,40,43.03306,-76.05325
3239,0,0,2,3,-76.33,42.48,192,927.12,87,2,33,42.4353,-76.5107
3241,0,4,2,3,-75.67,40.02,1188,4771.2,133,14,40,40.01648,-75.6786
3242,0,3,2,not reported,-76.11,43.03,804,2506.7,126,7,23,43.03306,-76.05325
3243,0,3,4,1,-75.95,42.11,1095,3315.81,174,11,12,42.1232,-75.974
3244,0,3,1,1,-75.58,40.53,572,2881.78,90,2,21,40.5915,-75.5411
3245,0,0,2,3,,,794,4317.91,147,6,52,39.44611,-77.39997
3247,0,4,6,2,-79.05,43.12,327,990.24,91,7,20,43.0949,-78.9704
3249,0,0,2,2,-77.41,43.26,617,2104.11,122,4,3,43.2138,-77.44491
3251,0,4,3,2,-78.73,42.91,810,3040.28,140,7,17,42.92117,-78.7378
3252,0,0,2,3,-74.31,40.3,6,11.15,57,5,5,40.047991,-75.5222
3253,0,4,2,2,-77.16,42.81,938,3964.96,135,2,8,42.87541,-77.25408
3254,1,0,3,not reported,,,109,374.71,41,1,8,35.828457,-78.850097
3255,0,4,2,2,-75.86,41.25,71,199.63,33,0,2,41.2356,-75.8624
3256,0,4,4,3,-78.79,42.98,1191,3898.78,157,3,42,42.98973,-78.816
3258,0,3,3,3,-75.06,40.25,357,1337.85,102,4,14,40.2303,-75.1319
3259,0,5,2,not reported,-77.61,43.14,8,36.78,71,4,13,43.03226,-76.19046
3260,0,4,1,1,-78.8,42.72,989,4043.54,178,10,20,42.783316,-78.812274
3261,0,3,4,2,-76.13,43.13,794,3146.34,304,17,54,43.12255,-76.16932
3262,0,6,4,not reported,-79.01,35.92,157,819.89,197,10,25,35.828457,-78.850097
3263,0,5,2,2,-75.65,39.71,71,175.1,30,0,0,39.868387,-75.541097
3264,0,4,2,1,-77.52,38.02,196,743.53,69,2,9,37.66305751,-77.63599813
3265,0,3,2,1,-76.06,43.03,184,644.8,92,6,8,43.03306,-76.05325
3266,0,2,2,1,-75.92,42.09,161,558.34,56,2,10,42.1232,-75.974
3267,0,2,3,1,,,356,1170.83,78,8,7,41.23758,-77.0054
3268,0,4,3,2,-77.47,43.14,72,260.59,32,1,1,43.12915,-77.4453
3269,0,6,2,1,-76.97,42.78,57,128.3,22,0,3,42.8594,-76.99619
3270,0,0,4,2,-77.32,42.91,1088,4977.06,203,8,33,42.87541,-77.25408
3271,0,2,2,2,-77.4,43.25,1083,3346.92,121,6,6,43.2138,-77.44491
3272,1,5,2,3,-74.02,40.26,148,336.17,56,3,9,40.239108,-74.03991
3273,0,4,3,2,,,826,3647.05,144,4,13,42.8594,-76.99619
3274,0,0,3,3,-71.09,42.42,324,1357.62,133,10,27,42.40669,-71.091868
3275,0,0,2,1,-77.01,40.22,908,3644.74,95,1,9,40.2535,-77.0123
3276,0,3,3,3,-78.77,43.03,925,4025.36,207,7,59,43.0389,-78.8216
3277,0,4,2,3,-76.93,40.28,265,1277.35,104,2,34,40.2535,-77.0123
3278,0,0,2,not reported,-76.1,43.03,64,357.6,21,0,6,43.0389,-78.8216
3280,0,4,3,3,-78.86,42.94,6,21.46,35,2,2,43.0389,-78.8216
3281,0,4,3,2,-75.76,42.35,119,636.47,51,2,7,42.1232,-75.974
3282,0,4,4,2,-76.83,42.12,1785,6716.84,206,13,25,42.10563,-76.80983
3283,0,6,5,1,-76.2,43.21,1068,5395.04,195,6,23,43.188,-76.23777
3284,0,3,3,2,-77.65,43.05,706,2629.41,138,5,14,43.06729,-77.61175
3285,0,0,11,3,-76.64,39.38,2113,9447.48,209,13,75,39.4967,-76.656
3286,1,4,4,3,-74.55,40.89,242,1040.39,63,0,14,40.838,-74.437
3287,1,3,1,3,,,362,1435.14,99,1,52,39.868387,-75.541097
3289,0,0,1,not reported,-77.6,37.62,27,122.5,15,1,0,37.66305751,-77.63599813
3290,0,0,4,2,-77.44,43.08,865,3435.26,144,11,12,43.07076,-77.44436
3291,0,6,2,1,-77.4,43.07,95,382.62,217,7,33,40.0831,-75.4022
3292,0,4,3,3,-76.12,36.78,430,1266.79,60,5,11,36.842046,-76.140387
3294,0,0,2,1,-78.75,42.74,1397,4706.79,105,6,15,42.783316,-78.812274
3295,0,0,2,1,-78.63,35.85,92,173.95,38,1,4,35.821138,-78.621264
3296,0,4,1,0,-78.48,38.03,815,3531.99,80,2,11,38.009,-78.50025
3297,0,3,1,1,-75.06,39.92,197,742.12,78,1,9,39.92248,-75.03552
3298,0,6,4,1,-77.41,38.85,412,1542.86,118,6,25,38.87791,-77.44355
3299,0,5,2,1,-77.12,38.76,412,1891.45,96,1,12,38.74177,-77.16276
3300,0,0,2,1,-75.51,40.62,359,1196.4,90,5,4,40.5915,-75.5411
3301,0,0,2,2,-76.96,42.9,875,3038.24,120,5,10,42.8594,-76.99619
3302,0,4,2,3,-80.35,42.02,127,558.05,218,12,41,42.0602,-80.0907
3303,0,3,4,3,-76.38,39.55,281,1136.39,67,2,25,39.46635,-76.3084
3304,0,5,5,3,-75.95,42.85,565,2304.85,154,10,28,43.03306,-76.05325
3305,0,4,5,3,-78.61,42.77,283,1090.88,120,5,38,42.883,-78.7002
3306,0,0,5,3,-77.45,38.86,1542,6506.01,261,23,40,38.87791,-77.44355
3307,0,2,2,not reported,-77.51,43.22,1535,4905.23,178,8,5,43.19323,-77.5043
3308,0,3,3,3,-78.97,42.69,206,538.43,48,2,6,42.783316,-78.812274
3309,0,3,1,not reported,-74.61,40.35,293,1361.46,115,3,17,40.3074,-74.67511
3310,0,0,4,not reported,-74.04,40.25,69,289.51,73,2,21,40.28995,-74.29835
3311,0,4,3,3,-77.48,43.08,37,136.22,23,1,14,43.07076,-77.44436
3312,0,3,2,3,-71.8,42.27,1186,5540.53,172,15,33,42.29133,-71.67102
3313,1,6,4,3,-77.52,38.98,1054,5123.58,175,4,144,39.00691,-77.44081
3314,0,6,3,3,-78.84,42.93,2096,9581.93,172,1,29,42.9387,-78.8829
3315,0,5,3,not reported,-77.75,43.11,383,1763.05,111,7,3,43.1031,-77.7458
3316,0,3,1,1,-75.25,40.26,42,193.24,21,0,2,40.237513,-75.246354
3317,0,5,3,2,-78.62,35.8,226,449.24,63,3,4,35.821138,-78.621264
3318,0,3,2,not reported,-78.7,42.98,101,532.53,82,1,5,42.977,-78.7378
3319,0,5,4,not reported,-77.04,42.13,295,1189.19,97,4,6,42.1455,-77.0626
3320,0,2,1,2,-75.26,40.23,251,551.53,57,4,3,40.237513,-75.246354
3321,0,0,2,2,-77.03,40.28,347,981.77,68,4,10,40.2535,-77.0123
3322,0,3,3,not reported,-77.54,43.21,268,631.74,110,6,9,43.20747,-77.6015
3323,0,2,1,1,,,570,2091.78,81,1,14,43.12915,-77.4453
3324,0,0,4,1,-77.56,43.1,521,1762.46,121,7,5,43.1061,-77.54366
3325,0,0,3,1,-77.63,43.25,534,1808.59,128,4,8,43.22629,-77.66106
3326,0,0,2,2,-77.57,43.12,568,1665.87,107,14,6,43.1061,-77.54366
3328,0,4,4,1,-77.51,43.06,12,66.15,83,2,2,43.12915,-77.4453
3329,0,5,2,not reported,-71.15,42.41,295,1471.01,97,6,9,42.4869,-71.2257
3330,0,5,4,0,-78.74,42.91,1544,5587.6,211,11,18,42.92117,-78.7378
3331,0,3,2,3,,,509,2167.24,95,2,10,43.03306,-76.05325
3332,0,4,1,1,-77.62,43.03,755,2410.94,92,3,5,43.06729,-77.61175
3333,0,3,2,2,-78.07,43.17,426,1261.55,48,1,2,43.20058,-77.94611
3334,0,6,5,3,-74.01,41.02,1178,3949.82,197,10,31,41.049652,-74.060513
3335,0,6,5,not reported,-77.53,43.11,2119,8975.88,211,10,44,43.1061,-77.54366
3336,0,3,4,2,-77.28,43.22,849,2553.87,163,3,20,43.2138,-77.44491
3337,0,5,2,1,,,77,403.15,21,0,2,43.03306,-76.05325
3338,0,3,2,3,-77.53,43.13,414,1333.8,116,8,16,43.1061,-77.54366
3339,0,0,2,2,-77.92,43.13,297,1048.39,73,3,3,43.20058,-77.94611
3340,0,3,5,3,-75.25,40.87,478,2348.76,129,6,47,40.71403,-75.28702
3341,0,0,2,2,-77.43,43.13,64,188.58,124,2,13,43.1061,-77.54366
3342,0,2,5,1,-76.13,36.79,375,1518.5,47,6,7,36.842046,-76.140387
3343,0,1,4,not reported,-77.62,43.14,359,2030.15,58,5,4,43.16385,-77.6884
3344,0,4,4,3,-77.58,38.74,306,1231.32,100,9,16,38.7842,-77.6524
3345,0,0,4,3,-74.66,40.59,296,1430.88,81,1,17,40.57372,-74.67051
3346,0,3,2,2,-77.65,43.15,13,72.68,97,7,5,43.22629,-77.66106
3347,0,0,2,3,-75.38,40.14,15,142.5,163,8,23,38.87791,-77.44355
3348,0,5,5,not reported,-73.77,41.07,555,1421.45,127,6,15,41.020969,-73.718156
3349,0,0,4,not reported,-71.61,42.32,33,101.67,13,1,1,42.29133,-71.67102
3350,0,3,1,1,-76.22,43.17,569,2262.91,85,7,9,43.188,-76.23777
3352,0,3,2,3,-78.84,43.01,320,1089.45,159,2,45,42.92117,-78.7378
3353,0,0,2,2,-78.7,42.98,53,210.69,22,2,0,42.9946,-78.700012
3354,0,0,2,2,-77.67,43.25,233,852.05,133,9,23,43.2525,-77.6985
3355,0,3,5,3,,,438,1472.59,66,5,9,40.0831,-75.4022
3356,0,3,3,2,-75.74,41.63,116,468.75,48,0,9,41.4755,-75.63376
3357,0,2,1,1,-78.86,42.94,29,130.66,54,1,2,42.9387,-78.8829
3358,0,1,2,1,-77.21,39.25,110,391.21,38,4,2,39.20017,-77.2547
3359,0,4,2,not reported,-74.87,39.95,1002,3341.65,177,8,42,39.96771,-74.91507
3360,0,0,1,1,-77.69,42.81,864,3425.56,143,6,8,42.797626,-77.78252
3361,0,2,2,3,-77.28,42.65,676,2752.01,162,13,34,42.87541,-77.25408
3362,0,0,3,1,-77.89,43.29,1136,3349.55,88,3,11,43.2525,-77.6985
3363,0,0,2,2,-76.69,39.72,257,1098.79,54,4,14,39.4967,-76.656
3364,0,not reported,2.630034809,not reported,-77.25,39.2,489,1898.02,125,5,12,39.20017,-77.2547
3366,0,3,2,1,-74.57,40.39,431,1588.37,76,3,6,40.3074,-74.67511
3367,0,0,1,1,-77.24,38.93,205,798.86,82,1,11,38.925077,-77.210908
3368,0,0,2,not reported,-77.62,43.1,199,811.83,72,2,6,43.08358,-77.62748
3369,0,0,2,3,-77.24,39.23,638,1875.83,96,4,26,39.20017,-77.2547
3370,0,2,2,2,-77.54,43.11,297,1053,87,1,8,43.1061,-77.54366
3371,1,0,2,3,-76.27,40.07,27,80.99,7,0,3,40.061247,-76.340245
3372,0,4,2,3,-74.33,40.57,572,2300.57,133,6,20,40.5488,-74.2968
3373,0,5,1,1,-76.15,43.04,157,802.38,83,6,9,43.03226,-76.19046
3374,0,0,3,2,-76.1,43.07,702,2735.8,78,7,8,43.0687,-76.0877
3375,0,0,1,1,-77.82,40.8,12,72.17,43,1,12,38.31317,-77.50863
3376,0,0,4,3,-76.71,38.89,861,3682.84,160,8,30,39.03229,-76.68869
3377,0,0,1,2,-78.82,42.98,97,285.69,35,2,2,42.98973,-78.816
3379,1,3,2,3,-78.86,43.04,939,3848.88,173,4,72,43.0389,-78.8216
3380,0,3,6,1,-76.07,36.81,232,2109.03,68,5,7,36.842046,-76.140387
3381,0,0,2,3,-77.41,38.82,816,2858.7,123,4,41,38.85101,-77.34734
3382,0,4,3,1,-78.53,35.64,80,350.8,42,2,2,35.821138,-78.621264
3383,0,0,2,2,-78.75,42.92,149,702.09,55,0,4,42.783316,-78.812274
3384,0,3,5,2,-76.47,42,19,76.69,10,1,5,42.10563,-76.80983
3385,0,3,2,not reported,-78.83,42.88,85,189.95,49,2,2,42.883,-78.7002
3386,0,0,2,2,-76.31,39.47,29,266.67,113,6,8,42.783316,-78.812274
3387,0,5,2,1,-77.72,43.25,5,74.57,160,6,20,43.22629,-77.66106
3388,0,not reported,2.630034809,not reported,-77.77,43.17,271,812.58,44,4,3,43.16385,-77.6884
3389,0,0,1,1,-77.05,42.11,1067,4430.31,86,2,16,42.1455,-77.0626
3390,0,2,2,2,-75.44,40.04,63,165,91,5,7,40.0831,-75.4022
3391,0,3,3,3,-77.45,43.12,694,2342.52,133,9,13,43.12915,-77.4453
3392,0,0,3,2,-75.74,41.97,437,1802.58,130,7,5,42.1232,-75.974
3393,0,5,4,not reported,-77.5,43.23,1118,4981.09,174,6,34,43.19323,-77.5043
3394,0,3,3,3,-76.99,42.86,11,52.84,218,7,45,43.19323,-77.5043
3397,0,6,4,3,-77.52,39.01,17,75.83,185,8,34,39.0891,-77.5228
3398,0,2,2,3,-75.29,40.9,144,670.11,30,0,4,40.71403,-75.28702
3399,0,2,4,3,-77.54,43.17,133,540.08,55,3,12,43.19323,-77.5043
3400,0,1,2,not reported,,,22,103.48,13,1,0,38.925077,-77.210908
3401,0,3,2,2,,,11,30.44,86,5,5,43.1031,-77.7458
3402,0,3,5,2,-76.79,39.43,724,2352.74,111,4,4,39.413218,-76.774252
3403,0,4,2,1,-77.47,43.07,75,351.35,208,12,59,43.06729,-77.61175
3404,0,3,2,3,-80.28,42.02,619,2260.34,136,6,37,42.06996,-80.1919
3405,0,2,1,3,-78.04,43.2,339,1158.68,115,5,34,43.16385,-77.6884
3406,0,5,2,1,-71.11,42.4,1330,5801.04,171,12,32,42.40669,-71.091868
3407,0,0,3,3,-75.02,39.92,1180,4018.96,147,5,18,39.92248,-75.03552
3409,0,3,1,2,-74.09,40.2,81,225.69,20,1,1,40.239108,-74.03991
3410,0,2,1,1,-75.38,40.65,539,1738.84,52,6,11,40.66536,-75.3883
3411,1,0,4,2,-74.36,40.45,9,6.32,17,1,4,40.838,-74.437
3412,0,3,1,3,-77.91,40.8,346,1578.06,107,3,22,40.8118,-77.90818
3413,0,4,2,3,-77.42,42.97,300,998.41,90,3,24,42.87541,-77.25408
3414,0,1,1,1,-77.53,43.14,544,1884.81,122,6,9,43.1061,-77.54366
3415,0,0,2,2,-76.34,40.01,16,41.89,3,0,0,39.03229,-76.68869
3416,0,3,2,1,-75.48,40.67,716,3137.12,141,7,13,40.66536,-75.3883
3417,0,5,3,1,-76.03,36.86,330,2117.39,123,4,15,36.842046,-76.140387
3418,0,0,4,1,-77.57,43.05,3,35.48,146,4,22,43.08358,-77.62748
3421,0,0,1,1,,,33,126.55,23,2,2,42.1455,-77.0626
3422,0,0,4,1,-76.29,40.08,45,226.62,17,2,4,40.061247,-76.340245
3423,0,0,2,1,-76.28,43.14,87,285.62,129,3,35,43.0472,-76.2262
3424,0,4,2,2,-75.14,40.68,1074,4019.2,235,7,39,40.71403,-75.28702
3426,0,0,2,3,-77.03,39.02,161,597.85,78,2,22,39.1856,-76.8215
3427,0,6,5,1,-75.05,40.21,67,252.83,21,2,1,40.2303,-75.1319
3428,0,6,3,3,-77.15,39.37,897,4050.68,178,14,139,39.44611,-77.39997
3429,0,3,5,2,-78.57,42.86,243,787.47,58,3,3,42.883,-78.7002
3430,0,3,3,2,-77.6,43.21,866,2918.36,96,4,9,43.19323,-77.5043
3431,0,0,2,3,-79.72,42.26,43,402.85,24,2,10,42.09373,-79.29009
3432,0,0,3,1,-73.99,41.01,331,1691.02,86,3,16,41.049652,-74.060513
3433,0,4,4,2,-74.6,40.57,1424,3859.93,154,6,20,40.57372,-74.67051
3434,0,0,2,not reported,-77.45,43.23,754,2240.03,171,12,10,43.2138,-77.44491
3435,0,3,2,not reported,-77.39,42.94,4,19.97,18,1,4,42.9314,-76.5654
3436,0,4,3,not reported,-77.56,43.11,896,2787.36,148,7,24,43.1061,-77.54366
3437,0,3,6,2,-77.76,43.12,978,3017.11,154,5,22,43.1031,-77.7458
3438,0,5,3,2,-78.78,42.81,699,2620.15,176,5,30,42.83515,-78.78386
3439,0,6,2,not reported,-77.44,43.04,3,48.99,141,4,28,43.12915,-77.4453
3440,0,4,2,2,-78.72,42.91,346,1458.25,84,4,6,42.92117,-78.7378
3442,0,5,5,2,-77.58,43.14,782,3050.19,146,14,11,43.14619,-77.55622
3443,0,3,2,3,-77.58,43.2,1009,4045.62,117,5,57,43.20747,-77.6015
3444,1,0,5,not reported,-78.8,43.05,2068,6680.1,250,16,88,43.0389,-78.8216
3445,0,0,2,3,-78.67,42.73,253,804.97,79,3,10,42.783316,-78.812274
3446,0,3,4,2,-76.02,42.97,6,24.25,39,2,3,43.188,-76.23777
3447,0,6,2,3,-75.09,40.35,67,288.34,38,1,17,40.2303,-75.1319
3448,1,not reported,2.630034809,not reported,-76.29,40.22,401,1304.27,88,4,15,40.061247,-76.340245
3449,0,6,2,3,-78.64,35.77,197,684.89,67,3,12,35.821138,-78.621264
3450,0,3,2,3,-77.32,38.65,614,3685.72,71,7,63,38.63084,-77.288841
3451,0,0,2,2,-78.45,35.62,144,519.19,45,5,1,35.821138,-78.621264
3452,1,3,4,1,-78.75,42.92,657,2474.92,120,5,8,42.92117,-78.7378
3453,0,5,4,3,-75.14,39.81,637,2460.38,157,7,41,39.96771,-74.91507
3454,0,6,5,1,-77.31,38.83,686,3306.59,138,13,14,38.85101,-77.34734
3455,0,3,1,2,-77.57,43.07,361,1105.93,86,5,6,43.06729,-77.61175
3456,0,3,2,1,-75.9,42.18,528,2038.35,60,1,15,42.1232,-75.974
3457,1,0,4,not reported,-77.4,38.83,237,931.2,84,1,22,38.85101,-77.34734
3458,0,4,4,1,,,37,98.22,193,11,21,42.83515,-78.78386
3459,0,2,2,3,-75.89,42.01,964,4043.82,165,9,30,42.1232,-75.974
3460,0,3,5,1,-77.03,40.26,282,1230.83,100,3,7,40.2535,-77.0123
3461,0,2,1,3,-75.83,42.95,248,1011.84,39,2,15,43.03306,-76.05325
3462,0,0,2,1,-80.02,42.09,1217,5668.1,171,7,21,42.0602,-80.0907
3463,0,3,1,3,-77.66,42.35,919,3706.23,156,9,27,42.3487,-77.6704
3464,0,0,2,1,-77.64,43.24,1311,5762.56,150,9,6,43.22629,-77.66106
3465,0,4,2,1,-78.8,42.85,680,2581.07,158,7,13,38.74177,-77.16276
3466,0,4,5,2,-78.82,35.69,120,266.42,76,3,3,35.821138,-78.621264
3467,0,2,1,2,-76.18,43.12,106,336.21,44,3,2,43.12255,-76.16932
3468,0,0,3,2,-78.89,43.08,2933,7851.14,127,4,7,43.0389,-78.8216
3469,0,3,2,3,-77.31,43.23,162,681.99,71,4,15,43.2138,-77.44491
3470,0,3,5,1,-76.23,43.11,505,2209.17,81,2,7,43.13316,-76.2232
3471,0,2,2,1,-76.26,36.86,29,81.79,19,0,0,36.842046,-76.140387
3472,0,6,4,3,-76.61,39.09,997,4174.94,114,15,30,39.03229,-76.68869
3473,0,2,3,1,-77.23,42.92,471,1664.86,236,12,28,43.22629,-77.66106
3474,0,0,3,2,-76.43,42.65,321,1241.45,86,4,11,42.4353,-76.5107
3475,0,4,3,3,-70.94,42.22,317,995.54,112,6,15,42.205051,-71.152857
3476,0,5,4,3,-77.45,43.14,1082,3783.34,126,6,22,43.12915,-77.4453
3477,0,4,6,3,-78.44,38.13,4,0,4,0,0,38.009,-78.50025
3478,0,0,2,2,-78.96,43.08,578,2086.87,91,3,5,43.0949,-78.9704
3479,0,3,1,1,-76.04,36.84,121,645.61,52,1,3,36.842046,-76.140387
3480,0,2,1,1,-77.79,43.29,21,88.09,41,1,5,43.20785,-77.70403
3482,0,0,2,2,-78.67,42.92,149,528.92,56,2,7,42.92117,-78.7378
3483,0,2,2,2,-76.82,42.1,3187,8668.11,203,11,8,42.10563,-76.80983
3484,0,0,2,3,-76.64,40.28,141,672.35,89,2,16,40.2535,-77.0123
3485,0,5,3,3,-77.69,43.07,417,1597.48,165,7,22,43.06729,-77.61175
3486,0,3,2,1,-76.66,39.01,150,469.42,35,1,5,39.03229,-76.68869
3487,0,3,2,2,-77.06,42.96,365,1045.72,69,4,4,42.8594,-76.99619
3488,0,5,4,not reported,-77.14,38.76,363,1126.95,88,5,5,38.74177,-77.16276
3489,0,2,2,2,,,464,1705.85,137,6,15,42.3487,-77.6704
3490,0,5,2,3,-76.44,42.47,297,1285.37,90,4,10,42.4353,-76.5107
3491,0,0,2,3,-78.6,42.81,784,3060.37,158,9,48,42.883,-78.7002
